id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
104818,"['中', '奖', '绝', '缘', '体', '好', '不', '容', '易', '抽', '中', '五', '十', '元', '代', '金', '券', '很', '激', '动', '约', '朋', '友', '去', '吃', '敞', '开', '吃', '三', '人', '吃', '三', '百', '串', '再', '点', '点', '饮', '料', '冰', '粉', '炒', '饭', '人', '均', '八', '十', '吃', '很', '撑', '言', '正', '传', '说', '说', '家', '店', '挨', '倪', '家', '桥', '铁', '很', '近', '交', '通', '方', '便', '店', '面', '挺', '大', '新', '派', '装', '修', '挺', '适', '合', '年', '轻', '人', '风', '格', '晚', '上', '时', '还', '会', '排', '队', '见', '生', '意', '确', '实', '挺', '好', '点', '麻', '辣', '味', '藤', '椒', '味', '朋', '友', '强', '烈', '推', '荐', '藤', '椒', '味', '麻', '味', '很', '重', '开', '始', '吃', '挺', '香', '久', '太', '麻', '吃', '点', '麻', '辣', '味', '综', '合', '下', '还', '两', '都', '点', '混', '合', '吃', '合', '适', '炒', '饭', '冰', '粉', '都', '还', '不', '错', '喜', '欢', '串', '串', '类', '朋', '友', '试', '试']",1,-2,-2,-2,-2,-2,-2,0,-2,0,1,-2,1,-2,-2,1,-2,-2,1,1
104819,"['汕', '頭', '海', '記', '牛', '肉', '位', '於', '南', '門', '街', '道', '飛', '霞', '南', '路', '號', '電', '話', '位', '置', '不', '鬧', '市', '區', '顯', '不', '醒', '目', '好', '沒', '停', '車', '位', '停', '車', '點', '難', '早', '聽', '說', '這', '裡', '專', '吃', '牛', '肉', '汕', '頭', '特', '色', '火', '鍋', '店', '今', '天', '幸', '過', '來', '試', '吃', '太', '棒', '今', '天', '湯', '底', '招', '牌', '清', '湯', '鍋', '底', '湯', '底', '鮮', '美', '濃', '郁', '養', '生', '首', '選', '接', '下', '來', '說', '說', '配', '菜', '嫩', '牛', '肉', '五', '花', '腱', '匙', '仁', '肉', '雪', '花', '肉', '匙', '柄', '肉', '手', '工', '牛', '肉', '丸', '吊', '籠', '伴', '胸', '口', '勝', '肥', '牛', '肉', '牛', '百', '葉', '牛', '心', '項', '牛', '尾', '巴', '牛', '肚', '不', '牛', '個', '部', '位', '都', '們', '吃', '幾', '吃', '頭', '牛', '接', '下', '來', '空', '心', '菜', '生', '菜', '西', '洋', '菜', '據', '店', '主', '說', '都', '從', '汕', '頭', '運', '過', '來', '很', '新', '鮮', '很', '營', '業', '炸', '腐', '皮', '這', '家', '店', '特', '色', '整', '張', '腐', '皮', '過', '油', '吃', '來', '口', '感', '果', '然', '不', '錯', '豆', '香', '味', '濃', '郁', '嚼', '勁', '香', '芋', '片', '墨', '魚', '丸', '甜', '玉', '米', '手', '工', '蝦', '丸', '老', '豆', '腐', '食', '材', '很', '新', '鮮', '口', '感', '都', '不', '錯', '潮', '汕', '炸', '粿', '肉', '類', '似', '溫', '州', '炸', '響', '鈴', '外', '酥', '裡', '嫩', '脆', '皮', '很', '不', '錯', '潮', '汕', '掛', '霜', '香', '芋', '很', '好', '吃', '道', '甜', '品', '香', '芋', '綿', '軟', '入', '口', '化', '外', '面', '糖', '霜', '很', '很', '厚', '實', '太', '甜', '乾', '炒', '牛', '河', '濕', '炒', '牛', '河', '配', '料', '都', '足', '量', '牛', '肉', '菜', '心', '西', '紅', '柿', '加', '調', '料', '翻', '炒', '成', '味', '道', '鮮', '美', '最', '後', '提', '下', '烏', '豆', '茶', '助', '潮', '汕', '特', '色', '特', '殊', '材', '料', '煎', '製', '成', '保', '健', '作', '很', '棒', '大', '傢', '都', '很', '愛', '喝', '這', '家', '店', '家', '性', '價', '較', '高', '店', '推', '薦']",-2,-2,-1,-2,-2,-1,-2,-2,1,1,-2,-2,-2,-2,1,1,-2,-2,1,1
104820,"['非', '常', '好', '吃', '非', '常', '实', '武', '汉', '热', '干', '面', '牛', '肉', '炸', '酱', '面', '店', '址', '永', '乐', '路', '糊', '涂', '生', '煎', '旁', '旁', '门', '面', '确', '实', '很', '小', '巴', '掌', '大', '形', '容', '外', '观', '看', '真', '很', '不', '眼', '走', '进', '店', '内', '感', '觉', '里', '面', '很', '干', '净', '很', '整', '洁', '收', '拾', '尘', '不', '染', '感', '觉', '老', '板', '招', '热', '情', '炸', '酱', '面', '里', '料', '绝', '业', '界', '良', '心', '很', '大', '颗', '粒', '牛', '肉', '还', '放', '不', '少', '花', '生', '香', '菜', '酸', '豆', '角', '拌', '吃', '很', '入', '味', '还', '份', '做', '成', '热', '干', '面', '尝', '试', '芝', '麻', '酱', '香', '气', '四', '溢', '玉', '米', '排', '骨', '汤', '熬', '很', '赞', '家', '里', '做', '样', '点', '余', '作', '料', '味', '都', '没', '满', '分', '惜', '惜', '门', '头', '上', '真', '心', '觉', '面', '很', '好']",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,1,-2
104821,"['次', '遇', '霸', '王', '餐', '莫', '名', '取', '消', '悲', '伤', '次', '快', '再', '次', '霸', '王', '餐', '命', '中', '美', '滋', '岛', '家', '店', '南', '山', '保', '利', '广', '场', '海', '岸', '城', '附', '近', '铁', '线', '还', '很', '方', '便', '很', '愉', '快', '走', '上', '征', '途', '美', '滋', '岛', '面', '前', '写', '美', '式', '寿', '司', '什', '鬼', '美', '式', '寿', '司', '日', '式', '寿', '司', '不', '处', '食', '材', '方', '面', '相', '日', '式', '寿', '司', '言', '美', '式', '寿', '司', '更', '偏', '熟', '食', '材', '使', '取', '材', '方', '面', '美', '式', '寿', '司', '面', '更', '广', '传', '统', '寿', '司', '区', '还', '很', '大', '日', '式', '寿', '司', '清', '淡', '传', '统', '美', '式', '寿', '司', '相', '讲', '丰', '富', '不', '寿', '司', '样', '式', '还', '需', '配', '料', '都', '时', '尚', '样', '美', '式', '寿', '司', '大', '熟', '鱼', '西', '式', '食', '材', '例', '狮', '子', '卷', '西', '洋', '卷', '中', '代', '表', '寿', '司', '主', '师', '爷', '中', '国', '日', '使', '成', '家', '喻', '户', '晓', '美', '食', '美', '国', '吸', '收', '改', '良', '饮', '食', '革', '命', '趋', '势', '美', '式', '寿', '司', '口', '感', '造', '型', '都', '还', '挺', '创', '意', '传', '统', '寿', '司', '新', '鲜', '感', '美', '滋', '岛', '家', '性', '十', '足', '小', '店', '华', '丽', '吊', '灯', '卖', '萌', '小', '熊', '公', '仔', '点', '情', '怀', '方', '店', '面', '小', '台', '卡', '座', '人', '流', '很', '旺', '直', '络', '绎', '不', '绝', '店', '家', '热', '情', '进', '门', '洋', '溢', '无', '遗', '然', '高', '峰', '期', '还', '很', '贴', '心', '电', '话', '留', '下', '位', '子', '时', '候', '再', '喊', '后', '去', '隔', '壁', '龙', '妈', '吃', '点', '垫', '肚', '子', '事', '后', '霸', '王', '餐', '实', '吃', '不', '完', '还', '很', '周', '包', '忠', '告', '冷', '没', '好', '吃', '火', '魂', '上', '面', '浇', '汁', '很', '赞', '吃', '挺', '特', '火', '焰', '芝', '士', '虾', '火', '焰', '应', '火', '炙', '喜', '欢', '做', '法', '做', '挺', '好', '吃', '芝', '士', '火', '焰', '味', '道', '中', '华', '海', '草', '料', '很', '口', '味', '般', '火', '炙', '蟹', '棒', '火', '炙', '口', '味', '最', '喜', '欢', '加', '上', '芝', '士', '点', '缀', '更', '好', '吃', '蟹', '柳', '挺', '大', '鳗', '鱼', '手', '握', '很', '正', '常', '味', '道', '刺', '身', '拼', '盘', '很', '赞', '料', '足', '款', '式', '三', '样', '三', '文', '鱼', '北', '极', '贝', '应', '鲭', '鱼', '喜', '欢', '三', '文', '鱼', '北', '极', '贝', '外', '款', '实', '吃', '不', '惯', '不', '代', '表', '不', '好', '吃', '人', '口', '味', '已', '蟹', '肉', '青', '瓜', '军', '舰', '芥', '末', '章', '鱼', '军', '舰', '挺', '新', '鲜', '焗', '土', '豆', '招', '牌', '菜', '太', '热', '销', '竟', '然', '没', '只', '换', '南', '瓜', '蛋', '挞', '甜', '丝', '丝', '很', '好', '吃', '没', '吃', '土', '豆', '挺', '遗', '憾', '花', '恋', '三', '文', '鱼', '片', '花', '瓣', '很', '扎', '实', '中', '间', '饭', '团', '说', '实', '点', 'm', 'i', 'n', 'i', '蝴', '蝶', '造', '型', '命', '名', '菜', '式', '美', '滋', '岛', '招', '牌', '菜', '牛', '油', '果', '鳗', '鱼', '虾', '肉', '充', '斥', '嘴', '里', '慢', '慢', '幸', '福', '感', '口', '感', '很', '丰', '富', '些', '层', '次', '后', '看', '餐', '牌', '还', '发', '现', '很', '趣', '名', '字', '汉', '娜', '海', '神', '玉', '子', '摩', '托', '罗', '拉', '毛', '毛', '虫', '狮', '子', '王', '不', '断', '想', '探', '究', '里', '美', '食', '美', '滋', '岛', '创', '意', '热', '情', '点', '缀', '营', '造', '新', '美', '式', '寿', '司', '不', '样', '口', '味', '寿', '司', '新', '认', '识', '只', '去', '美', '滋', '岛', '才', '知', '道', '寿', '司', '样', '美']",1,1,-2,0,-2,-2,-2,-2,-2,1,1,-2,-1,-2,0,0,-2,-2,1,-2
104822,"['终', '系', '中', '华', '广', '场', '开', '分', '店', '喜', '欢', '嘅', '面', '包', '店', '直', '都', '喜', '欢', 'B', 'r', 'e', 'a', 'd', 'T', 'a', 'l', 'k', '嘅', '出', '品', '然', '价', '格', '稍', '贵', '不', '味', '道', '真', '系', '好', '好', '品', '创', '新', '面', '包', '宜', '家', '仲', '制', '嘅', '饮', '料', '店', '里', '张', '台', '凳', '坐', '低', '品', '尝', '开', '放', '式', '嘅', '格', '局', '面', '包', '架', '设', '系', '商', '场', '嘅', '通', '道', '上', '两', '条', '通', '道', '人', '人', '然', '面', '包', '盖', '罩', '住', '感', '觉', '唔', '系', '卫', '生', '推', '荐', '产', '品', '麻', '薯', '蚊', '小', '贵', '口', '感', '烟', '烟', '韧', '韧', '外', '皮', '很', '软', 'Q', '弹', '嚼', '头', '次', '都', '买', '广', '州', '好', '蚊', '里', '面', '红', '豆', '馅', '味', '道', 'O', 'K', '囡', '囡', '话', '似', '面', '包', '超', '人', '试', '下', '喔']",-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,1,-2,-2,0,-2,1,-2,-2,1,1
104823,"['绝', '虚', '名', '声', '餐', '厅', '周', '五', '晚', '上', '去', '没', '什', '人', '去', '吃', '偌', '大', '餐', '厅', '显', '很', '空', '荡', '荡', '食', '物', '品', '不', '名', '助', '餐', '许', '人', '少', '缘', '传', '闻', '票', '人', '半', '只', '大', '龙', '虾', '结', '果', '只', '领', '只', '大', '扇', '贝', '里', '生', '蚝', '吃', '助', '餐', '中', '最', '差', '生', '蚝', '只', '薄', '薄', '片', '感', '觉', '只', '腥', '味', '没', '新', '鲜', '生', '蚝', '鲜', '甜', '味', '道', '三', '文', '鱼', '刺', '身', '类', '不', '够', '鲜', '甜', '只', '说', '刺', '身', '食', '材', '般', '煎', '扒', '更', '不', '说', '扒', '类', '煎', '出', '时', '很', '薄', '很', '硬', '只', '说', '烧', '味', '类', '还', '不', '错', '雪', '糕', '般', '甜', '品', '般']",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-2,-1,-2
104824,"['喜', '欢', '最', '近', '吃', '两', '次', '家', '里', '小', '朋', '友', '去', '都', '没', '吃', '干', '锅', '次', '点', '酸', '菜', '鱼', '水', '煮', '牛', '肉', '味', '道', '都', '很', '棒', '小', '朋', '友', '特', '喜', '欢', '酸', '菜', '鱼', '鲜', '味', '十', '足', '非', '常', '入', '味', '鱼', '肉', '很', '嫩', '感', '觉', '挺', '新', '鲜', '里', '面', '酸', '菜', '超', '好', '吃', '很', '送', '饭', '不', '会', '咸', '酸', '味', '刚', '刚', '好', '外', '水', '煮', '牛', '肉', '味', '道', '不', '错', '牛', '肉', '很', '嫩', '弾', '口', '水', '煮', '香', '味', '里', '面', '配', '菜', '金', '针', '菇', '豆', '腐', '皮', '娃', '娃', '菜', '都', '喜', '欢', '都', '很', '好', '吃', '总', '都', '份', '量', '十', '足', '价', '格', '很', '公', '道', '都', '才', '四', '十', '份', '果', '团', '购', '话', '很', '划', '算', '最', '近', '活', '动', '建', '行', '信', '卡', '五', '折', '不', '超', '划', '算', '感', '觉', '做', '广', '告', '反', '正', '觉', '家', '味', '道', '很', '不', '错', '下', '次', '定', '去', '吃', '干', '锅', '好', '久', '没', '吃', '甚', '想', '念']",-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,-2,-2,1,1,-2,-2,1,1
104825,"['没', '家', '附', '近', '吃', '重', '庆', '鸡', '公', '煲', '前', '方', '吃', '感', '觉', '味', '道', '还', '家', '附', '近', '家', '次', '吃', '门', '头', '小', '果', '熟', '悉', '理', '位', '置', '人', '还', '好', '找', '进', '门', '条', '窄', '道', '里', '面', '吃', '饭', '方', '还', '算', '间', '房', '间', '里', '面', '大', '概', '放', '张', '桌', '子', '左', '右', '餐', '环', '境', '般', '很', '普', '通', '小', '饭', '馆', '样', '前', '没', '吃', '家', '网', '上', '团', '购', '双', '人', '套', '餐', '感', '觉', '上', '后', '感', '觉', '还', '鸡', '煲', '后', '涮', '菜', '分', '开', '先', '吃', '鸡', '煲', '里', '面', '配', '菜', '土', '豆', '洋', '葱', '芹', '菜', '味', '道', '还', '鸡', '煲', '吃', '菜', '不', '店', '员', '加', '汤', '开', '火', '煮', '菜', '共', '配', '菜', '分', '量', '还', '算', '够', '足', '人', '根', '吃', '不', '完', '团', '购', '配', '菜', '菜', '花', '豆', '腐', '海', '带', '生', '菜', '不', '海', '带', '海', '带', '丝', '感', '觉', '不', '很', '喜', '欢', '都', '还', '整', '体', '说', '还', '去', '毕', '竟', '小', '餐', '馆', '价', '位', '儿', '简', '单', '吃', '吃', '还', '行']",-2,-2,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,1,1,-2,-2,0,-2
104826,"['宿', '舍', '七', '人', '吃', '感', '觉', '好', '棒', '棒', '然', '说', '烤', '肉', '助', '人', '觉', '应', '火', '锅', '助', '火', '锅', '四', '锅', '底', '分', '番', '茄', '菌', '菇', '骨', '汤', '原', '味', '辣', '感', '觉', '还', '蛮', '好', '酱', '料', '品', '很', '烤', '肉', '话', '服', '务', '员', '烤', '好', '送', '位', '置', '上', '烤', '肉', '类', '很', '最', '爱', '鸡', '翅', '羊', '肉', '烤', '玉', '米', '还', '烤', '香', '蕉', '烤', '菠', '萝', '很', '好', '吃', '感', '觉', '家', '水', '果', '真', '很', '新', '鲜', '然', '相', '信', '东', '西', '很', '新', '鲜', '冷', '菜', '熟', '食', '都', '很', '不', '错', '最', '爱', '寿', '司', '好', '看', '美', '味', '还', '小', '蛋', '糕', '非', '常', '好', '吃', '冰', '激', '淋', '貌', '似', '不', '好', '吃']",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,-2
104827,"['处', '文', '博', '中', '心', '交', '通', '便', '利', '铁', '号', '线', '直', '达', '面', '上', '公', '交', '很', '方', '便', '好', '路', '车', '都', 'I', 'S', 't', 'a', 't', 'i', 'o', 'n', '入', '口', '家', '店', '广', '告', '单', '点', '评', '网', '大', '胃', '王', '争', '霸', '赛', '活', '动', '中', '次', '品', '尝', '店', '里', '卤', '肉', '荷', '包', '蛋', '千', '张', '黄', '瓜', '口', '味', '卷', '饼', '急', '赛', '完', '全', '不', '细', '嚼', '慢', '咽', '味', '道', '只', '大', '概', '说', '还', '不', '错', '早', '晨', '点', '心', '摊', '里', '出', '售', '手', '抓', '饼', '蛋', '饼', '手', '工', '卷', '饼', '清', '爽', '健', '康', '量', '蛮', '大', '妥', '妥', '饱']",1,0,-2,-2,-2,-2,-2,1,1,1,-2,-2,-2,-2,1,0,-2,-2,1,-2
104828,"['天', '培', '训', '住', '城', '东', '休', '息', '早', '夏', '都', '大', '街', '直', '走', '想', '去', '吃', '旁', '泉', '儿', '头', '杂', '碎', '看', '评', '价', '不', '很', '好', '前', '走', '看', '家', '面', '馆', '感', '觉', '不', '错', '去', '吃', '咯', '套', '餐', '单', '点', '面', '粗', '细', '拉', '面', '师', '傅', '说', '九', '平', '常', '吃', '细', '后', '面', '人', '点', '二', '柱', '子', '不', '知', '道', '什', '样', '下', '次', '去', '尝', '尝', '小', '碟', '牛', '肉', '蛋', '碗', '面', '早', '上', '样', '吃', '碗', '营', '养', '够', '够', '店', '里', '还', '酸', '奶', '些', '早', '上', '没', '吃', '话', '说', '城', '东', '牛', '肉', '面', '馆', '味', '道', '好', '才', '开', '长', '久']",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,1
104829,"['情', '人', '节', '天', '男', '朋', '友', '请', '吃', '大', '餐', '拔', '草', '已', '久', '花', '隐', '套', '餐', '加', '服', '务', '费', '不', '天', '人', '太', '说', '实', '话', '没', '感', '受', '服', '务', '点', '松', '露', '牛', '肉', '汤', '感', '觉', '没', '说', '好', '吃', '里', '面', '三', '片', '牛', '肉', '汤', '撒', '进', '去', '熟', '男', '朋', '友', '点', '辣', '鱼', '还', '不', '错', '开', '胃', '沙', '拉', '点', '生', '牛', '肉', '沙', '拉', '感', '觉', '没', '西', '堤', '好', '吃', '刺', '身', '荟', '萃', '很', '新', '鲜', '牛', '油', '果', '鲑', '鱼', '好', '吃', '牛', '小', '排', '真', '好', '小', '块', '平', '时', '服', '务', '员', '帮', '忙', '烤', '天', '人', '太', '没', '人', '烤', '男', '朋', '友', '羊', '排', '点', '老', '抹', '茶', '红', '豆', '冰', '很', '清', '爽', '点', '什', '鲑', '鱼', '饭', '点', '腥', '总', '体', '言', '价', '钱', '点', '贵']",-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-2,-2,-1,0,-2,-2,0,-2
104830,"['不', '知', '道', '少', '次', '儿', '吃', '饭', '老', '公', '姥', '爷', '家', '住', '附', '近', '饭', '馆', '少', '少', '前', '总', '去', '后', '不', '好', '吃', '不', '去', '次', '十', '期', '间', '实', '不', '知', '道', '吃', '什', '大', '家', '决', '定', '还', '去', '首', '府', '毕', '竟', '家', '人', '不', '没', '想', '次', '新', '改', '观', '不', '知', '道', '不', '换', '厨', '师', '味', '道', '竟', '然', '变', '好', '点', '咸', '蛋', '黄', '焗', '南', '瓜', '鱼', '头', '泡', '饼', '上', '汤', '菠', '菜', '荷', '塘', '月', '色', '什', '锦', '菌', '汤', '孜', '然', '羊', '肉', '葱', '花', '饼', '孩', '子', '点', '碗', '炸', '酱', '面', '鱼', '头', '泡', '饼', '点', '儿', '咸', '外', '菜', '都', '挺', '好', '基', '上', '都', '吃', '光', '结', '账', '时', '大', '众', '买', '单', '折', '优', '惠', '服', '务', '员', '说', '不', '下', '楼', '结', '账', '说', '大', '众', '折', '新', '服', '务', '员', '不', '太', '机', '灵', '面', '包', '间', '里', '堆', '人', '抽', '烟', '没', '人', '还', '不', '关', '门']",-2,-2,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,0,-2,-2,0,-2
104831,"['今', '天', '搜', '团', '购', '不', '知', '道', '吃', '突', '然', '看', 't', 'a', 't', 'a', '面', '想', '前', '广', '播', '里', '家', '老', '板', '做', '节', '目', '家', '吃', '前', '东', '区', '去', '感', '觉', '还', '好', '点', '不', '便', '宜', '看', '址', '摸', '索', '家', '店', '原', '儿', '不', '太', '眼', '小', '道', '里', '大', '上', '海', '东', '门', '面', '般', '好', '找', '不', '算', '太', '眼', '点', '情', '侣', '套', '元', '不', '团', '购', '里', '面', '包', '含', '面', '冰', '粉', '不', '太', '吃', '辣', '微', '微', '辣', '人', '挺', '喜', '欢', '味', '道', '麻', '辣', '甜', '香', '面', '很', '劲', '道', '很', '粗', '感', '觉', '米', '做', '很', 'q', '弹', '吃', '很', '爽', '上', '次', '吃', '家', '糍', '粑', '里', '头', '糍', '粑', '占', '糖', '汁', '味', '里', '面', '香', '香', '花', '生', '配', '料', '感', '觉', '不', '错', '再', '说', '套', '餐', '理', '冰', '粉', '冰', '冰', '爽', '爽', '很', '香', '龟', '苓', '膏', '味', '龟', '苓', '膏', '外', '做', '法', '里', '面', '粉', '晶', '莹', '剔', '透', '果', '冻', '下', '次', '机', '会', '尝', '尝', '家', '带', '人', '吃', '样']",-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,1
104832,"['大', '学', '学', '聚', '会', '很', '疯', '六', '女', '人', '真', '见', '相', '约', '五', '年', '纪', '念', '日', '吃', '点', '好', '家', '店', '人', '早', '早', '排', '队', '最', '远', '果', '然', '还', '迟', '不', '美', '食', '极', '大', '安', '慰', '心', '鸭', '吃', '翠', '翠', '皮', '包', '面', '皮', '里', '还', '不', '错', '鸭', '肉', '还', '很', '大', '口', '吃', '肉', '只', '爽', '字', '表', '达', '牛', '肉', '做', '法', '很', '特', '牛', '肉', '口', '感', '无', '法', '形', '容', '美', '味', '都', '爱', '肉', '食', '只', '点', '唯', '半', '素', '食', '竹', '荪', '包', '里', '面', '金', '针', '肉', '丝', '好', '吃', '爽', '口', '女', '人', '最', '爱', '甜', '品', '绝', '不', '错', '大', '大', '三', '菠', '萝', '包', '实', '令', '人', '满', '足', '尤', '里', '面', '菠', '萝', '芯', '份', '量', '十', '足', '层', '层', '破', '仑', '带', '上', '香', '甜', '水', '果', '简', '直', '艺', '术', '品', '层', '不', '水', '果', '吃', '上', '不', '感', '觉', '环', '境', '明', '亮', '舒', '适', '位', '置', '还', '蛮', '适', '合', '人', '共', '聚', '请', '服', '务', '员', '拍', '还', '很', '乐', '意', '备', '好', '张', '绝', '聚', '会']",-2,-2,-2,0,1,-2,-2,-2,-2,-2,1,-2,1,-2,1,1,1,-2,1,-2
104833,"['感', '谢', '大', '众', '点', '评', '机', '会', '参', '加', '次', '城', '活', '动', '认', '识', '朋', '友', '次', '聚', '会', '点', '家', '牛', '肉', '火', '锅', '店', '然', '外', '面', '正', '值', '暑', '天', '酷', '热', '难', '耐', '火', '锅', '店', '里', '帮', '朋', '友', '大', '快', '朵', '颐', '确', '实', '爽', '极', '家', '店', '民', '治', '铁', '站', '附', '近', '出', '铁', '口', '大', '概', '十', '分', '钟', '步', '行', '路', '程', '周', '客', '流', '量', '大', '不', '建', '议', '开', '车', '次', '人', '试', '鸳', '鸯', '锅', '原', '味', '锅', '都', '值', '推', '荐', '看', '人', '口', '味', '人', '建', '议', '吃', '清', '汤', '锅', '样', '才', '吃', '出', '牛', '肉', '身', '味', '道', '家', '牛', '肉', '口', '感', '很', '好', '肉', '质', '鲜', '嫩', '选', '择', '麻', '辣', '锅', '底', '会', '淡', '牛', '肉', '身', '鲜', '香', '蘸', '料', '类', '相', '传', '统', '潮', '汕', '牛', '肉', '火', '锅', '类', '已', '满', '足', '绝', '大', '数', '消', '费', '口', '味', '人', '建', '议', '还', '清', '淡', '主', '适', '量', '酱', '油', '配', '香', '油', '加', '少', '量', '蒜', '沫', '牛', '肉', '重', '点', '消', '灭', '象', '😄', '家', '牛', '肉', '真', '非', '常', '非', '常', '嫩', '超', '想', '象', '推', '荐', '牛', '展', '三', '花', '趾', '五', '花', '趾', '胸', '口', '油', '煮', '完', '口', '感', '脆', '鲜', '牛', '肉', '嫩', '牛', '肉', '都', '必', '点', '然', '牛', '舌', '牛', '肚', '些', '人', '口', '味', '选', '择', '里', '提', '点', '煮', '牛', '肉', '千', '万', '不', '时', '间', '久', '般', '刚', '变', '色', '建', '议', '十', '秒', '食', '不', '然', '牛', '肉', '会', '变', '老', '变', '硬', '大', '大', '影', '响', '口', '感', '很', '人', '吃', '牛', '肉', '火', '锅', '说', '肉', '太', '老', '实', '煮', '太', '久', '缘', '主', '食', '方', '面', '牛', '肉', '炒', '饭', '真', '很', '好', '吃', '炒', '牛', '河', '不', '错', '份', '量', '很', '足', '总', '次', '很', '愉', '快', '餐', '体', '验', '店', '家', '服', '务', '很', '周', '细', '致', '很', '热', '情', '下', '次', '还', '会', '再', '光', '顾', '五', '星', '好', '评']",1,-2,1,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,1
104834,"['吃', '前', '没', '拍', '只', '茶', '壶', '海', '棠', '汁', '梅', '子', '酒', '片', '家', '店', '时', '点', '评', '搜', '丽', '江', '古', '城', '美', '食', '时', '看', '看', '评', '全', '分', '小', '小', '店', '面', '不', '大', '去', '时', '候', '排', '队', '点', '吃', '很', '卤', '味', '没', '只', '吃', '花', '生', '鸭', '爪', '想', '吃', '齐', '全', '定', '定', '早', '去', '希', '老', '板', '准', '备', '充', '足', '人', '说', '卤', '味', '没', '法', '评', '价', '卤', '味', '没', '换', '小', '菜', '基', '上', '小', '菜', '都', '尝', '喜', '欢', '家', '青', '椒', '真', '很', '好', '吃', '酸', '萝', '卜', '实', '酸', '酸', '甜', '甜', '吃', '蛮', '清', '爽', '豆', '腐', '丝', '放', '醋', '主', '食', '话', '米', '线', '真', '心', '大', '赞', '很', '糯', '次', '吃', '米', '线', '很', '特', '色', '炒', '饭', '相', '说', '还', '好', '米', '线', '太', '好', '掩', '盖', '家', '海', '棠', '汁', '味', '道', '偏', '甜', '大', '爱', '家', '梅', '子', '酒', '超', '级', '好', '喝', '度', '数', '不', '高', '老', '板', '人', '太', '热', '情', '见', '人', '都', '去', '星', '评', '价', '没', '法', '拒', '绝', '答', '应', '实', '人', '感', '觉', '东', '西', '确', '实', '蛮', '好', '没', '必', '必', '须', '星', '毕', '竟', '些', '人', '还', '感', '觉', '点', '小', '问', '题', '感', '觉', '老', '板', '喜', '欢', '偏', '甜', '总', '说', '丽', '江', '尝', '小', '吃', '类', '话', '家', '蛮', '不', '错', '选', '择']",-2,-2,-2,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1
104835,"['买', '荟', '聚', '商', '场', '通', '美', '食', '券', '实', '惠', '效', '期', '短', '些', '只', '工', '作', '日', '时', '间', '消', '费', '只', '十', '家', '商', '户', '选', '最', '后', '选', '择', '小', '吊', '梨', '汤', '消', '费', '前', '周', '六', '日', '位', '人', '很', '次', '工', '作', '日', '好', '处', '不', '位', '点', '前', '没', '点', '些', '菜', '干', '酪', '鱼', '桌', '必', '点', '前', '吃', '次', '没', '点', '梨', '汤', '必', '不', '少', '次', '点', '秋', '季', '喝', '梨', '汤', '挺', '舒', '服', '黄', '荟', '饭', '挺', '鲜', '美', '量', '点', '少', '胃', '口', '大', '碗', '不', '够', '吃', '煎', '猪', '肝', '猪', '腥', '味', '大', '脏', '器', '类', '还', '辣', '炒', '适', '合', '梨', '球', '果', '仁', '虾', '次', '都', '点', '幸', '好', '元', '份', '不', '只', '菜', '品', '普', '遍', '偏', '甜', '偏', '油', '味', '道', '还', '服', '务', '尤', '赞', '下', '上', '岁', '数', '服', '务', '员', '居', '态', '度', '热', '情', '亲', '情', '人', '很', '温', '暖', '舒', '适', '感', '觉']",-2,1,-2,1,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-1,0,-2,1,1,-2
